"Customer_ID";"Recency";"Frequency";"Monetary";"Avg_Order_Value";"Session_Count";"Avg_Session_Duration";"Pages_Viewed";"Clicks";"Campaign_Response";"Wishlist_Adds";"Cart_Abandon_Rate";"Returns";"Segment_Label"
"CUST02496";59;26;872;109;57;12.869;46;627;1;21;14.795;11;"Silver"
"CUST02497";45;13;706;115;48;12.152;25;1255;0;38;16.976;1;"Silver"
"CUST02498";175;1;2;15;10;2.193;14;59;0;0;41.175;15;"Iron"
"CUST02499";102;3;39;25;7;1.384;8;137;0;2;45.323;22;"Iron"
"CUST02500";39;28;1607;182;47;18.189;46;1364;1;37;13.24;8;"Silver"
"CUST02501";49;9;240;55;38;10.32;18;740;0;12;23.631;6;"Copper"
"CUST02502";87;14;283;75;24;13.975;24;296;1;10;25.127;15;"Copper"
"CUST02503";40;21;1801;126;50;19.103;37;1149;0;29;14.772;11;"Silver"
"CUST02504";160;1;50;10;1;4.828;13;79;0;3;29.509;7;"Iron"
"CUST02505";10;66;4944;292;72;24.678;33;2215;0;69;6.011;7;"Gold"
"CUST02506";15;52;2038;228;84;15.14;33;1076;1;68;13.269;2;"Gold"
"CUST02507";113;9;61;25;15;1.542;13;62;0;1;31.223;19;"Iron"
"CUST02508";48;33;1157;121;65;16.664;35;1495;0;39;17.122;7;"Silver"
"CUST02509";59;16;273;105;19;12.521;20;797;1;14;18.086;9;"Copper"
"CUST02510";122;6;70;10;12;7.832;13;190;1;1;29.992;4;"Iron"
"CUST02511";5;51;5101;398;164;21.35;51;2809;1;94;7.001;3;"Platinum"
"CUST02512";102;1;94;42;17;3.091;10;54;0;0;49.975;6;"Iron"
"CUST02513";41;20;1278;162;33;10.45;31;1133;1;37;18.894;7;"Silver"
"CUST02514";22;16;1458;119;36;13.146;47;909;0;20;17.879;3;"Silver"
"CUST02515";63;9;260;109;32;13.692;18;391;0;12;27.505;6;"Copper"
"CUST02516";170;6;58;42;8;1.681;12;216;0;4;39.652;21;"Iron"
"CUST02517";2;99;5377;208;128;28.22;77;4157;1;88;1.423;4;"Platinum"
"CUST02518";59;32;1640;197;67;15.146;34;1160;1;20;13.715;11;"Silver"
"CUST02519";63;10;322;109;19;14.518;21;338;0;14;17.414;4;"Copper"
"CUST02520";85;16;324;91;13;8.366;28;434;0;5;17.737;17;"Copper"
"CUST02521";74;9;138;61;11;7.725;15;644;0;5;29.534;9;"Copper"
"CUST02522";19;32;4186;160;75;22.287;30;1123;0;63;9.628;1;"Gold"
"CUST02523";13;33;3040;229;80;27.595;58;1645;1;60;6.004;4;"Gold"
"CUST02524";35;13;1374;145;37;16.403;40;1386;0;28;17.07;11;"Silver"
"CUST02525";65;19;315;55;39;7.38;11;624;1;11;27.506;18;"Copper"
"CUST02526";14;39;2861;156;88;23.4;33;2819;1;64;9.205;3;"Gold"
"CUST02527";18;67;2384;216;98;15.124;57;1468;1;53;12.478;7;"Gold"
"CUST02528";132;9;87;15;11;3.954;9;123;0;4;26.415;7;"Iron"
"CUST02529";11;62;9386;309;121;38.441;51;4405;1;56;3.185;0;"Platinum"
"CUST02530";108;6;98;13;1;5.284;14;273;1;0;40.038;2;"Iron"
"CUST02531";56;9;103;117;26;7.131;20;755;0;11;17.434;2;"Copper"
"CUST02532";82;18;401;72;19;9.61;11;685;0;6;16.355;10;"Copper"
"CUST02533";24;32;3665;282;112;21.783;58;2320;0;59;10.912;9;"Gold"
"CUST02534";2;59;6706;318;142;26.563;52;4291;1;67;8.497;3;"Platinum"
"CUST02535";46;10;368;70;35;14.52;10;319;1;17;26.722;7;"Copper"
"CUST02536";51;5;176;114;19;12.838;29;773;1;9;21.631;1;"Copper"
"CUST02537";63;18;295;83;30;13.043;18;496;0;8;25.858;17;"Copper"
"CUST02538";18;58;2442;187;87;29.906;61;1100;1;57;14.082;7;"Gold"
"CUST02539";70;10;122;103;17;8.287;19;792;0;19;18.668;16;"Copper"
"CUST02540";75;15;261;108;31;13.824;21;208;0;5;22.886;17;"Copper"
"CUST02541";71;19;428;114;20;7.039;14;465;0;15;20.477;12;"Copper"
"CUST02542";81;6;161;109;31;9.199;16;494;0;7;19.751;13;"Copper"
"CUST02543";63;14;339;113;10;11.262;11;605;1;16;18.89;6;"Copper"
"CUST02544";33;17;179;109;25;12.322;29;507;0;17;21.507;8;"Copper"
"CUST02545";10;87;8733;238;122;27.611;82;4088;1;96;7.282;0;"Platinum"
"CUST02546";41;34;1463;198;37;10.736;41;652;1;17;11.75;10;"Silver"
"CUST02547";7;64;9344;234;132;23.268;67;2925;1;96;0.48;3;"Platinum"
"CUST02548";42;11;1797;146;52;14.838;33;1034;0;38;14.276;10;"Silver"
"CUST02549";52;25;1695;111;48;16.114;24;1234;0;30;18.452;13;"Silver"
"CUST02550";11;62;8110;393;134;31.37;82;2419;1;95;7.066;3;"Platinum"
"CUST02551";29;14;1136;123;61;19.131;36;694;0;18;11.379;11;"Silver"
"CUST02552";11;52;2630;187;61;19.771;47;2141;0;58;11.154;6;"Gold"
"CUST02553";71;17;405;65;32;5.353;21;555;0;16;23.08;10;"Copper"
"CUST02554";60;4;42;45;1;1.803;14;204;1;2;30.085;17;"Iron"
"CUST02555";6;91;9357;325;191;37.787;54;3998;1;58;5.037;4;"Platinum"
"CUST02556";61;0;72;35;18;3.142;6;235;0;0;36.455;11;"Iron"
"CUST02557";50;21;679;148;68;15.092;24;1074;1;11;12.583;1;"Silver"
"CUST02558";23;43;4316;198;113;24.173;50;2231;1;55;13.011;8;"Gold"
"CUST02559";2;55;6713;224;147;36.254;72;2812;1;98;2.392;0;"Platinum"
"CUST02560";52;22;762;117;35;13.48;40;1229;0;31;10.122;7;"Silver"
"CUST02561";34;12;104;59;24;6.088;27;766;0;14;19.024;18;"Copper"
"CUST02562";53;14;133;88;37;10.665;20;609;0;14;25.875;3;"Copper"
"CUST02563";6;80;7284;264;199;27.014;73;2977;1;99;1.427;4;"Platinum"
"CUST02564";5;60;5719;379;133;32.981;99;4864;1;67;7.072;4;"Platinum"
"CUST02565";49;22;1738;137;47;12.745;48;663;0;12;13.624;7;"Silver"
"CUST02566";17;60;3022;191;102;17.352;43;1813;0;60;6.717;9;"Gold"
"CUST02567";10;31;3093;275;104;19.631;62;2531;1;47;6.314;7;"Gold"
"CUST02568";21;56;2736;181;109;19.31;64;1204;0;38;12.829;1;"Gold"
"CUST02569";86;18;365;68;17;10.757;27;448;0;9;25.576;19;"Copper"
"CUST02570";64;0;27;28;3;8.615;3;213;1;0;48.117;15;"Iron"
"CUST02571";23;18;1668;146;37;11.116;20;1013;0;30;17.483;14;"Silver"
"CUST02572";70;5;97;35;4;6.255;12;205;0;3;25.123;17;"Iron"
"CUST02573";31;12;951;146;40;11.431;22;1285;1;11;12.043;7;"Silver"
"CUST02574";39;27;1479;142;47;10.084;24;698;1;20;17.521;7;"Silver"
"CUST02575";25;43;4086;257;71;15.827;35;1039;1;34;5.376;7;"Gold"
"CUST02576";61;13;340;93;21;10.596;13;593;0;5;16.583;4;"Copper"
"CUST02577";137;3;16;31;12;3.751;11;112;0;3;22.102;9;"Iron"
"CUST02578";73;10;437;111;24;8.079;27;490;0;5;21.355;5;"Copper"
"CUST02579";30;23;783;138;65;15.878;28;941;1;29;12.964;5;"Silver"
"CUST02580";67;7;101;92;34;7.104;25;239;1;14;29.781;2;"Copper"
"CUST02581";11;40;2791;199;83;23.982;33;1743;1;52;10.626;4;"Gold"
"CUST02582";125;6;50;24;12;9.917;14;159;0;1;37.364;22;"Iron"
"CUST02583";35;21;1748;144;61;17.218;21;741;1;32;19.817;7;"Silver"
"CUST02584";59;17;1381;148;51;12.581;42;811;1;19;14.157;7;"Silver"
"CUST02585";43;25;1434;117;49;12.301;23;1163;1;25;12.211;8;"Silver"
"CUST02586";78;10;238;101;12;10.039;20;614;0;10;25.427;6;"Copper"
"CUST02587";13;55;9034;354;144;38.702;53;3812;1;67;7.483;4;"Platinum"
"CUST02588";62;14;244;105;29;11.823;27;716;1;14;25.339;18;"Copper"
"CUST02589";19;35;2649;255;80;16.233;33;1780;0;45;6.549;9;"Gold"
"CUST02590";38;18;411;89;12;13.643;12;373;0;17;17.972;11;"Copper"
"CUST02591";44;13;393;70;21;6.381;29;433;0;17;21.273;3;"Copper"
"CUST02592";36;7;380;58;32;10.903;17;729;1;17;19.288;15;"Copper"
"CUST02593";35;20;1739;135;40;14.237;25;1293;0;35;10.148;10;"Silver"
"CUST02594";26;30;1897;102;38;13.489;29;1092;0;10;10.09;5;"Silver"
"CUST02595";15;33;3383;153;94;28.58;60;2780;0;50;12.709;3;"Gold"
"CUST02596";36;9;419;51;28;5.848;24;556;1;13;17.84;12;"Copper"
"CUST02597";10;45;2723;251;93;24.459;37;1024;0;42;13.93;8;"Gold"
"CUST02598";53;13;869;180;41;16.741;30;1473;1;37;15.197;2;"Silver"
"CUST02599";26;38;2493;152;113;22.767;59;1578;1;57;7.323;6;"Gold"
"CUST02600";23;58;4930;151;85;24.653;36;1529;1;69;12.645;5;"Gold"
"CUST02601";83;12;251;83;31;6.612;13;547;0;6;29.913;0;"Copper"
"CUST02602";10;58;6398;224;112;32.759;94;3412;0;83;8.076;0;"Platinum"
"CUST02603";80;18;340;101;29;13.489;14;708;1;17;25.818;7;"Copper"
"CUST02604";43;36;635;143;58;15.146;43;533;0;17;19.079;2;"Silver"
"CUST02605";4;90;8161;276;189;23.65;89;2840;0;94;9.955;0;"Platinum"
"CUST02606";28;16;842;183;50;19.52;24;1348;1;11;14.372;11;"Silver"
"CUST02607";2;96;5770;361;170;37.014;60;2348;1;65;2.912;4;"Platinum"
"CUST02608";12;40;3826;157;66;22.128;64;2757;0;56;7.023;0;"Gold"
"CUST02609";64;17;187;90;22;13.987;19;283;0;9;26.836;13;"Copper"
"CUST02610";12;62;9169;334;111;28.433;51;2743;1;54;7.792;1;"Platinum"
"CUST02611";74;13;266;60;17;12.026;25;301;0;13;24.593;3;"Copper"
"CUST02612";3;52;8849;205;130;28.592;58;2715;1;95;3.088;1;"Platinum"
"CUST02613";13;61;3755;155;89;20.15;42;2206;1;39;9.379;3;"Gold"
"CUST02614";41;14;414;88;11;14.327;25;263;1;12;25.852;16;"Copper"
"CUST02615";23;30;849;118;44;14.618;29;1361;0;33;11.239;14;"Silver"
"CUST02616";27;49;4752;152;67;29.856;60;2902;1;51;10.284;9;"Gold"
"CUST02617";28;30;1628;178;66;13.353;38;510;0;27;16.379;13;"Silver"
"CUST02618";21;34;2550;286;88;28.422;65;2566;1;36;12.366;9;"Gold"
"CUST02619";65;8;187;109;23;5.414;24;501;0;7;24.102;15;"Copper"
"CUST02620";52;24;1176;105;54;19.09;30;750;0;29;16.796;8;"Silver"
"CUST02621";57;7;294;60;29;10.815;14;747;0;16;20.19;1;"Copper"
"CUST02622";127;7;35;37;6;9.669;5;269;0;0;30.869;24;"Iron"
"CUST02623";46;38;960;149;57;18.209;40;564;0;11;11.387;7;"Silver"
"CUST02624";173;3;99;27;1;8.449;4;297;0;4;36.937;24;"Iron"
"CUST02625";27;10;1894;163;68;10.067;29;576;0;14;10.566;12;"Silver"
"CUST02626";62;2;35;20;1;1.67;13;285;0;1;49.994;10;"Iron"
"CUST02627";7;62;6000;307;160;36.106;71;4330;0;74;7.898;0;"Platinum"
"CUST02628";50;7;287;53;17;8.613;25;584;0;17;19.4;12;"Copper"
"CUST02629";49;15;1303;165;43;18.214;22;526;0;26;18.289;11;"Silver"
"CUST02630";30;18;1489;156;35;10.465;41;510;0;11;16.793;5;"Silver"
"CUST02631";75;8;230;112;20;9.082;23;740;0;5;23.377;10;"Copper"
"CUST02632";57;10;298;74;16;10.961;18;786;0;6;25.629;2;"Copper"
"CUST02633";2;97;9199;318;171;23.175;74;2577;1;90;6.782;1;"Platinum"
"CUST02634";24;49;4155;180;74;25.538;57;1069;0;52;5.294;4;"Gold"
"CUST02635";74;16;363;115;16;8.124;16;747;0;16;24.305;17;"Copper"
"CUST02636";75;18;447;65;24;10.483;22;344;0;6;23.903;11;"Copper"
"CUST02637";159;7;92;11;3;4.141;5;263;0;3;44.594;6;"Iron"
"CUST02638";88;6;202;90;27;13.296;16;551;0;12;19.676;7;"Copper"
"CUST02639";153;2;5;11;1;7.258;11;91;0;2;32.669;19;"Iron"
"CUST02640";85;7;158;97;12;11.754;21;692;0;17;28.627;2;"Copper"
"CUST02641";15;56;2886;152;116;27.004;49;2222;1;30;11.552;3;"Gold"
"CUST02642";16;39;4174;164;78;29.186;47;1617;1;51;8.586;8;"Gold"
"CUST02643";75;9;322;57;10;14.544;15;680;0;11;18.769;0;"Copper"
"CUST02644";51;19;491;78;21;11.951;28;696;0;7;29.805;18;"Copper"
"CUST02645";4;54;5625;227;146;24.348;68;4646;1;55;0.014;4;"Platinum"
"CUST02646";41;17;1904;109;32;13.991;49;1399;0;25;11.248;4;"Silver"
"CUST02647";152;0;29;33;12;6.196;2;69;0;2;48.761;16;"Iron"
"CUST02648";28;14;1432;115;33;11.864;48;978;0;26;10.999;12;"Silver"
"CUST02649";35;29;541;109;52;11.425;30;626;1;27;13.21;7;"Silver"
"CUST02650";25;24;1621;167;43;18.437;48;1349;0;25;18.016;7;"Silver"
"CUST02651";20;42;2231;192;68;23.065;62;2975;1;54;10.065;5;"Gold"
"CUST02652";35;28;1475;198;52;18.43;40;993;0;37;17.424;5;"Silver"
"CUST02653";33;31;1237;199;60;11.684;45;824;0;30;12.832;4;"Silver"
"CUST02654";3;96;6464;224;134;27.663;72;2987;1;65;3.744;0;"Platinum"
"CUST02655";32;10;497;52;15;10.514;28;479;0;9;25.057;14;"Copper"
"CUST02656";38;11;794;191;40;17.921;27;757;1;16;17.969;8;"Silver"
"CUST02657";68;5;260;87;34;10.82;12;487;0;8;28.905;3;"Copper"
"CUST02658";143;9;44;45;15;7.775;1;97;0;3;36.33;14;"Iron"
"CUST02659";19;50;2961;192;75;24.752;39;2013;1;31;10.67;1;"Gold"
"CUST02660";47;7;316;79;25;6.643;24;358;0;16;17.888;14;"Copper"
"CUST02661";50;13;1138;173;48;17.944;33;893;0;38;15.934;10;"Silver"
"CUST02662";173;1;74;17;18;9.137;4;191;0;2;20.41;2;"Iron"
"CUST02663";13;59;3139;298;79;29.448;41;2799;0;36;11.865;9;"Gold"
"CUST02664";68;6;247;77;23;12.614;16;204;0;13;28.723;17;"Copper"
"CUST02665";72;14;109;107;10;9.161;20;612;0;15;16.503;8;"Copper"
"CUST02666";10;60;2805;171;61;20.88;53;1433;1;65;10.859;8;"Gold"
"CUST02667";21;49;2899;212;63;19.89;69;1803;1;30;12.296;8;"Gold"
"CUST02668";60;18;404;55;15;7.311;19;229;0;5;22.323;14;"Copper"
"CUST02669";49;8;195;59;31;5.718;28;536;1;8;22.238;6;"Copper"
"CUST02670";27;10;1771;107;48;13.471;39;1450;1;28;14.883;9;"Silver"
"CUST02671";88;17;264;115;13;11.935;12;380;0;14;16.23;3;"Copper"
"CUST02672";50;35;941;176;68;15.972;23;795;0;34;17.997;1;"Silver"
"CUST02673";64;9;180;53;36;5.27;18;591;0;17;29.303;13;"Copper"
"CUST02674";28;35;3315;233;60;27.032;42;2163;1;46;13.14;2;"Gold"
"CUST02675";152;9;45;28;3;4.939;6;189;0;1;49.254;0;"Iron"
"CUST02676";26;54;3583;291;111;18.591;54;2634;0;47;7.112;1;"Gold"
"CUST02677";55;16;739;116;69;12.86;45;1181;0;28;11.299;12;"Silver"
"CUST02678";5;75;5754;212;193;29.95;61;3510;1;86;3.974;2;"Platinum"
"CUST02679";18;34;3784;160;89;18.898;57;2813;0;35;6.338;2;"Gold"
"CUST02680";33;12;552;199;51;10.201;32;766;1;31;13.225;11;"Silver"
"CUST02681";16;46;3212;159;97;25.744;54;2242;0;63;8.574;9;"Gold"
"CUST02682";71;16;332;114;29;13.485;28;478;0;13;20.486;15;"Copper"
"CUST02683";6;59;5242;247;105;32.718;64;2757;1;89;8.798;4;"Platinum"
"CUST02684";33;35;949;185;35;14.238;29;794;0;32;14.575;11;"Silver"
"CUST02685";20;19;510;190;52;11.217;32;869;0;34;16.422;3;"Silver"
"CUST02686";9;99;8343;206;195;28.891;75;4228;1;61;9.833;3;"Platinum"
"CUST02687";17;53;4142;275;89;23.419;45;1929;0;36;10.518;4;"Gold"
"CUST02688";56;32;826;149;47;14.125;40;1045;1;34;15.73;1;"Silver"
"CUST02689";37;28;999;111;51;14.84;27;649;0;37;15.868;7;"Silver"
"CUST02690";51;20;1928;125;43;14.402;31;1367;0;34;18.105;6;"Silver"
"CUST02691";20;16;780;130;51;13.856;32;1467;0;24;16.218;0;"Silver"
"CUST02692";54;28;1297;108;48;15.772;33;589;0;11;10.554;0;"Silver"
"CUST02693";11;67;8976;334;129;25.77;62;3804;1;87;6.961;2;"Platinum"
"CUST02694";24;13;1185;144;52;16.703;44;1167;0;11;19.702;6;"Silver"
"CUST02695";63;7;3;48;19;1.716;14;79;0;1;41.48;6;"Iron"
"CUST02696";35;15;707;190;41;16.266;41;1267;0;25;10.276;6;"Silver"
"CUST02697";67;5;485;115;26;14.119;13;303;0;11;19.625;10;"Copper"
"CUST02698";35;13;1672;140;54;10.222;30;1384;1;29;15.061;13;"Silver"
"CUST02699";47;7;123;97;23;5.867;24;609;0;11;25.153;6;"Copper"
"CUST02700";49;7;423;51;29;6.374;21;252;1;12;23.457;4;"Copper"
"CUST02701";49;29;1831;122;66;17.432;20;1163;0;25;11.053;11;"Silver"
"CUST02702";79;1;25;16;10;8.127;11;177;0;4;47.952;19;"Iron"
"CUST02703";13;53;3856;207;112;24.824;63;1601;0;31;6.493;1;"Gold"
"CUST02704";14;73;8291;373;102;29.978;59;2353;1;92;4.837;1;"Platinum"
"CUST02705";81;17;224;108;16;10.981;29;646;0;14;21.392;12;"Copper"
"CUST02706";83;6;439;93;17;8.336;11;311;0;12;28.853;12;"Copper"
"CUST02707";15;30;3985;252;72;23.293;49;2154;1;45;13.483;1;"Gold"
"CUST02708";11;43;3963;297;115;26.947;69;1150;0;36;12.32;4;"Gold"
"CUST02709";8;99;7948;222;109;32.687;84;4816;1;57;9.576;3;"Platinum"
"CUST02710";11;49;4971;280;68;27.064;54;2153;0;46;11.262;3;"Gold"
"CUST02711";38;11;341;78;30;5.214;21;259;0;8;19.028;14;"Copper"
"CUST02712";57;22;1859;198;30;14.539;46;615;0;18;17.385;6;"Silver"
"CUST02713";48;39;812;110;55;12.802;35;633;0;16;10.142;2;"Silver"
"CUST02714";41;25;1509;160;62;15.899;49;739;0;11;18.555;2;"Silver"
"CUST02715";8;99;8054;312;149;22.335;90;2926;1;78;1.987;1;"Platinum"
"CUST02716";13;64;4104;254;60;22.672;53;1129;0;49;12.629;1;"Gold"
"CUST02717";58;10;150;63;39;7.938;18;236;0;16;23.899;10;"Copper"
"CUST02718";86;7;42;43;19;8.712;8;278;0;3;44.334;8;"Iron"
"CUST02719";33;12;356;62;27;13.427;19;243;1;7;17.798;18;"Copper"
"CUST02720";12;65;9659;262;183;33.665;72;3526;1;57;0.981;3;"Platinum"
"CUST02721";101;5;77;21;12;9.495;1;242;0;1;38.189;9;"Iron"
"CUST02722";35;19;332;89;32;9.866;15;492;1;10;27.617;7;"Copper"
"CUST02723";58;11;244;69;23;8.671;15;518;0;9;20.324;6;"Copper"
"CUST02724";31;34;578;191;50;16.082;39;1229;1;21;14.881;14;"Silver"
"CUST02725";46;38;1024;136;31;15.05;46;1125;1;27;14.246;1;"Silver"
"CUST02726";54;23;998;175;62;16.061;26;608;1;13;11.934;7;"Silver"
"CUST02727";8;93;6607;340;103;20.136;64;2109;1;50;0.623;4;"Platinum"
"CUST02728";29;59;2958;194;69;23.897;33;1198;0;38;5.133;3;"Gold"
"CUST02729";24;50;4363;201;119;21.22;62;2839;0;56;8.323;2;"Gold"
"CUST02730";35;12;1879;131;58;14.888;42;770;0;39;11.565;1;"Silver"
"CUST02731";41;7;387;118;32;5.56;12;511;0;17;22.407;3;"Copper"
"CUST02732";26;31;1349;152;50;11.234;31;1278;1;35;13.371;7;"Silver"
"CUST02733";11;67;8273;335;198;21.353;98;3346;1;61;7.72;3;"Platinum"
"CUST02734";113;9;18;23;19;6.943;4;288;0;1;26.39;17;"Iron"
"CUST02735";157;1;30;29;3;1.413;11;180;0;1;27.173;22;"Iron"
"CUST02736";41;11;368;89;36;8.991;25;250;1;7;18.965;12;"Copper"
"CUST02737";88;6;46;35;5;8.051;6;200;0;4;40.661;16;"Iron"
"CUST02738";54;26;592;169;65;11.266;27;750;0;12;16.234;2;"Silver"
"CUST02739";90;6;30;12;18;6.717;10;141;0;2;49.826;1;"Iron"
"CUST02740";5;60;6863;377;160;31.419;63;3529;1;99;4.968;4;"Platinum"
"CUST02741";23;22;1720;130;41;19.527;29;1233;1;15;18.82;11;"Silver"
"CUST02742";29;41;3516;234;89;21.689;39;1260;1;66;12.576;0;"Gold"
"CUST02743";12;50;2015;176;110;23.122;45;1940;1;69;7.547;6;"Gold"
"CUST02744";20;58;3331;280;80;23.347;59;1998;0;54;14.734;8;"Gold"
"CUST02745";74;17;417;64;28;6.189;12;703;1;7;16.679;0;"Copper"
"CUST02746";64;5;277;63;39;5.011;12;646;0;17;27.438;12;"Copper"
"CUST02747";21;21;1619;119;66;19.661;20;679;0;31;17.699;10;"Silver"
"CUST02748";24;63;3582;257;103;23.758;68;1513;1;53;8.961;9;"Gold"
"CUST02749";76;5;471;70;34;8.826;12;549;0;7;20.099;14;"Copper"
"CUST02750";74;6;212;82;24;14.51;11;289;0;10;21.465;9;"Copper"
"CUST02751";35;14;889;141;53;12.94;40;1158;0;37;19.871;10;"Silver"
"CUST02752";30;8;284;71;31;8.542;22;622;0;10;17.134;11;"Copper"
"CUST02753";27;44;2911;246;69;25.983;48;1346;1;60;14.731;6;"Gold"
"CUST02754";33;32;1669;135;41;16.902;30;1464;0;38;14.339;7;"Silver"
"CUST02755";150;5;37;13;13;5.257;10;295;0;1;23.508;19;"Iron"
"CUST02756";13;55;4716;288;87;17.054;53;1562;1;36;14.992;3;"Gold"
"CUST02757";53;39;572;173;35;13.675;20;747;1;22;16.598;6;"Silver"
"CUST02758";145;1;66;17;19;3.73;8;228;0;0;41.462;1;"Iron"
"CUST02759";34;6;301;84;34;10.369;22;604;0;11;24.918;17;"Copper"
"CUST02760";10;60;8411;275;156;39.351;50;3992;1;89;8.97;3;"Platinum"
"CUST02761";25;67;3777;215;102;28.096;66;1953;0;37;5.422;2;"Gold"
"CUST02762";1;73;9076;390;129;24.383;87;2615;0;92;5.696;3;"Platinum"
"CUST02763";79;7;432;97;21;6.783;21;783;0;6;29.752;4;"Copper"
"CUST02764";25;28;1754;161;65;14.892;41;1405;1;10;16.383;13;"Silver"
"CUST02765";13;35;4233;227;116;18.625;48;1741;0;59;8.974;1;"Gold"
"CUST02766";103;4;85;13;6;9.299;11;88;0;2;40.213;1;"Iron"
"CUST02767";24;19;716;191;43;17.52;46;1397;0;18;16.687;2;"Silver"
"CUST02768";17;56;4670;189;87;22.108;67;2226;1;53;5.8;1;"Gold"
"CUST02769";40;35;1014;176;67;16.515;46;884;1;13;19.778;10;"Silver"
"CUST02770";72;12;359;83;10;11.574;26;526;1;17;15.779;0;"Copper"
"CUST02771";12;82;5652;200;137;24.903;74;2809;0;86;8.669;1;"Platinum"
"CUST02772";12;59;3526;231;82;20.153;31;2724;1;68;8.627;3;"Gold"
"CUST02773";34;5;173;73;36;6.302;27;288;0;16;25.209;12;"Copper"
"CUST02774";25;30;1413;178;37;17.186;35;676;1;18;11.043;9;"Silver"
"CUST02775";45;39;1550;179;33;18.261;21;825;0;19;10.153;3;"Silver"
"CUST02776";59;15;1887;169;44;16.528;38;1473;0;19;15.853;5;"Silver"
"CUST02777";7;88;5468;317;154;38.048;59;4510;1;66;7.698;4;"Platinum"
"CUST02778";26;62;3637;170;106;16.861;39;2020;1;68;13.562;5;"Gold"
"CUST02779";47;24;1468;186;36;18.89;24;1134;0;15;12.126;6;"Silver"
"CUST02780";23;51;3525;273;66;24.555;51;1034;0;62;7.19;7;"Gold"
"CUST02781";3;62;6783;384;197;36.066;83;4143;1;50;3.418;2;"Platinum"
"CUST02782";46;11;429;73;18;13.056;26;639;1;14;24.628;18;"Copper"
"CUST02783";68;8;37;28;7;6.821;6;222;0;4;34.597;6;"Iron"
"CUST02784";61;10;180;81;37;13.721;28;444;0;8;27.042;15;"Copper"
"CUST02785";173;2;38;49;18;5.378;10;222;0;1;35.517;12;"Iron"
"CUST02786";16;63;2738;245;104;26.367;47;1068;0;56;5.626;5;"Gold"
"CUST02787";173;7;47;13;18;9.519;8;170;0;4;37.069;14;"Iron"
"CUST02788";24;43;2324;271;108;27.529;60;1627;1;54;5.158;6;"Gold"
"CUST02789";176;9;48;48;7;6.923;1;282;0;3;24.371;0;"Iron"
"CUST02790";164;1;97;44;13;3.192;10;244;0;4;42.653;0;"Iron"
"CUST02791";80;18;394;59;38;7.264;21;262;0;13;21.397;11;"Copper"
"CUST02792";61;8;75;34;3;6.248;12;291;1;0;24.111;23;"Iron"
"CUST02793";40;32;1051;150;51;13.962;23;525;0;26;16.337;8;"Silver"
"CUST02794";17;61;4354;150;115;20.709;46;2430;1;53;12.917;8;"Gold"
"CUST02795";26;31;1417;158;66;10.102;36;684;0;29;13.35;3;"Silver"
"CUST02796";23;30;1861;191;45;16.044;48;1055;1;27;13.74;13;"Silver"
"CUST02797";1;83;6940;349;146;23.898;77;4534;1;53;1.35;0;"Platinum"
"CUST02798";85;8;115;72;17;5.241;23;272;0;9;20.764;2;"Copper"
"CUST02799";177;9;88;13;17;1.89;3;291;0;3;20.539;13;"Iron"
"CUST02800";19;67;4279;176;83;25.414;56;1518;0;55;10.356;7;"Gold"
"CUST02801";56;16;497;93;15;14.224;21;506;1;18;17.218;6;"Copper"
"CUST02802";74;3;5;11;2;6.162;9;249;0;1;34.433;7;"Iron"
"CUST02803";118;5;74;26;0;3.902;13;256;0;1;38.579;19;"Iron"
"CUST02804";97;2;24;22;14;4.699;10;250;0;1;32.514;12;"Iron"
"CUST02805";38;29;1630;136;60;18.107;42;985;0;24;19.4;10;"Silver"
"CUST02806";69;8;3;23;3;4.78;5;187;0;0;30.93;3;"Iron"
"CUST02807";62;18;391;74;22;13.892;15;357;0;8;22.055;2;"Copper"
"CUST02808";22;65;3667;163;84;17.48;32;1774;1;36;6.706;8;"Gold"
"CUST02809";36;35;873;167;47;11.529;36;1058;0;22;16.522;2;"Silver"
"CUST02810";41;15;244;71;16;9.184;20;405;0;13;23.203;12;"Copper"
"CUST02811";25;50;4435;275;94;20.07;55;2453;1;54;5.562;3;"Gold"
"CUST02812";37;15;119;116;32;14.322;27;767;0;12;26.95;11;"Copper"
"CUST02813";77;11;418;76;12;10.158;17;731;0;8;15.014;12;"Copper"
"CUST02814";26;58;4522;269;81;18.114;41;1129;0;55;9.802;5;"Gold"
"CUST02815";52;24;1206;162;31;11.125;23;1246;0;10;17.632;11;"Silver"
"CUST02816";35;15;455;60;14;13.217;14;546;0;15;25.894;2;"Copper"
"CUST02817";57;35;1120;138;47;18.175;29;1315;1;34;16.392;8;"Silver"
"CUST02818";11;65;5554;274;156;31.614;64;4740;1;85;0.614;2;"Platinum"
"CUST02819";13;50;8163;394;178;32.551;72;4685;1;97;3.674;4;"Platinum"
"CUST02820";48;15;1250;158;64;14.12;32;1440;1;29;17.823;8;"Silver"
"CUST02821";101;8;76;43;15;5.915;8;199;0;1;22.027;17;"Iron"
"CUST02822";16;54;3675;176;81;27.108;46;2018;0;63;5.596;4;"Gold"
"CUST02823";87;5;467;109;35;14.817;22;244;0;9;22.886;6;"Copper"
"CUST02824";20;52;2448;212;65;20.764;56;2884;0;34;14.398;8;"Gold"
